MAC,Type,TotalCount,DiscoveryCount,DiscoveryPct,ManagementCount,ManagementPct,EncryptedCount,EncryptedPct,NonEncryptedCount,NonEncryptedPct,UnknownCount,UnknownPct
64:16:66:BE:44:9C,WAN,136061,0,0.0,243,0.0017859636486575875,135777,0.9979127009209104,41,0.00030133543043193864,0,0.0
64:FF:0A:88:AF:4A,ALL,322414,120941,0.3751108822817868,10,3.1016022877418475e-05,181215,0.5620568585731389,20248,0.06280124312219693,0,0.0
64:FF:0A:88:AF:4A,LAN,120519,117729,0.9768501232170861,0,0.0,2142,0.017773131207527444,648,0.005376745575386453,0,0.0
64:FF:0A:88:AF:4A,WAN,198683,0,0.0,10,5.03314324828999e-05,179073,0.9013000609010333,19600,0.0986496076664838,0,0.0
1C:3B:F3:8D:29:4A,ALL,18848,11525,0.611470713073005,280,0.014855687606112054,3948,0.20946519524617996,3095,0.16420840407470289,0,0.0
1C:3B:F3:8D:29:4A,LAN,14620,11525,0.7883036935704515,0,0.0,0,0.0,3095,0.21169630642954856,0,0.0
1C:3B:F3:8D:29:4A,WAN,4228,0,0.0,280,0.06622516556291391,3948,0.9337748344370861,0,0.0,0,0.0
50:C7:BF:5E:A8:48,ALL,75819,33693,0.4443872907846318,659,0.008691752726889039,33167,0.43744971577045333,8300,0.10947124071802583,0,0.0
50:C7:BF:5E:A8:48,LAN,41993,33693,0.8023480103826828,0,0.0,0,0.0,8300,0.19765198961731717,0,0.0
50:C7:BF:5E:A8:48,WAN,33826,0,0.0,659,0.019482055223792347,33167,0.9805179447762077,0,0.0,0,0.0
F4:CF:A2:0C:40:1C,ALL,67875,26413,0.38914180478821364,0,0.0,41462,0.6108581952117864,0,0.0,0,0.0
F4:CF:A2:0C:40:1C,LAN,26413,26413,1.0,0,0.0,0,0.0,0,0.0,0,0.0
F4:CF:A2:0C:40:1C,WAN,41462,0,0.0,0,0.0,41462,1.0,0,0.0,0,0.0
EC:B5:FA:80:80:F4,ALL,183059,81274,0.4439770784282663,1134,0.006194724105343086,66206,0.36166481844651177,34445,0.18816337901987884,0,0.0
EC:B5:FA:80:80:F4,LAN,115711,81274,0.7023878455808005,0,0.0,0,0.0,34437,0.2976121544191996,0,0.0
EC:B5:FA:80:80:F4,WAN,67348,0,0.0,1134,0.016837916493437074,66206,0.9830432974995545,8,0.00011878600700837441,0,0.0
1C:3B:F3:8D:26:DA,ALL,38190,26866,0.7034825870646766,368,0.009636030374443572,5132,0.13438072793925113,5824,0.1525006546216287,0,0.0
1C:3B:F3:8D:26:DA,LAN,32690,26866,0.8218415417558886,0,0.0,0,0.0,5824,0.17815845824411136,0,0.0
1C:3B:F3:8D:26:DA,WAN,5500,0,0.0,368,0.0669090909090909,5132,0.9330909090909091,0,0.0,0,0.0
64:B7:08:A9:2B:20,ALL,34129,0,0.0,8833,0.2588121538867239,25296,0.7411878461132761,0,0.0,0,0.0
64:B7:08:A9:2B:20,LAN,0,0,0,0,0,0,0,0,0,0,0
64:B7:08:A9:2B:20,WAN,34129,0,0.0,8833,0.2588121538867239,25296,0.7411878461132761,0,0.0,0,0.0
C0:84:7D:2E:9C:86,ALL,104789,103971,0.9921938371393944,19,0.00018131674126101022,156,0.0014887058756167155,643,0.006136140243727872,0,0.0
C0:84:7D:2E:9C:86,LAN,103973,103971,0.9999807642368692,0,0.0,0,0.0,2,1.9235763130812806e-05,0,0.0
C0:84:7D:2E:9C:86,WAN,816,0,0.0,19,0.023284313725490197,156,0.19117647058823528,641,0.7855392156862745,0,0.0
44:3D:54:BE:12:3C,ALL,814283,12078,0.01483268102121744,32,3.9298376608623785e-05,790767,0.9711206054897376,11406,0.01400741511243634,0,0.0
44:3D:54:BE:12:3C,LAN,14636,12078,0.8252254714402842,0,0.0,0,0.0,2558,0.17477452855971576,0,0.0
44:3D:54:BE:12:3C,WAN,799647,0,0.0,32,4.00176577915005e-05,790767,0.9888950999628586,8848,0.011064882379349888,0,0.0
D4:F5:47:82:0E:C6,ALL,498177,137396,0.2757975578960891,1554,0.0031193732348141325,265683,0.5333104499003366,93544,0.1877726189687601,0,0.0
D4:F5:47:82:0E:C6,LAN,113702,91595,0.8055707023623155,0,0.0,0,0.0,22107,0.19442929763768446,0,0.0
D4:F5:47:82:0E:C6,WAN,338676,0,0.0,1554,0.00458845622364738,265685,0.784481333191605,71437,0.21093021058474767,0,0.0
60:74:F4:1B:24:16,ALL,64794,0,0.0,733,0.01131277587430935,63695,0.9830385529524339,366,0.005648671173256783,0,0.0
60:74:F4:1B:24:16,LAN,0,0,0,0,0,0,0,0,0,0,0
60:74:F4:1B:24:16,WAN,64794,0,0.0,733,0.01131277587430935,63695,0.9830385529524339,366,0.005648671173256783,0,0.0
90:31:4B:71:B2:7B,ALL,475042,261078,0.5495892994724677,0,0.0,213964,0.4504107005275323,0,0.0,0,0.0
90:31:4B:71:B2:7B,LAN,261078,261078,1.0,0,0.0,0,0.0,0,0.0,0,0.0
90:31:4B:71:B2:7B,WAN,213964,0,0.0,0,0.0,213964,1.0,0,0.0,0,0.0
80:F3:EF:FA:70:AF,ALL,995772,0,0.0,1038,0.0010424072980561815,994458,0.9986804208192237,276,0.00027717188272014074,0,0.0
80:F3:EF:FA:70:AF,LAN,0,0,0,0,0,0,0,0,0,0,0
80:F3:EF:FA:70:AF,WAN,995772,0,0.0,1038,0.0010424072980561815,994458,0.9986804208192237,276,0.00027717188272014074,0,0.0
90:31:4B:71:8E:B6,ALL,287209,74438,0.2591771149232789,0,0.0,94128,0.32773346239149886,118643,0.41308942268522225,0,0.0
90:31:4B:71:8E:B6,LAN,236330,74448,0.31501713705411927,0,0.0,0,0.0,161882,0.6849828629458807,0,0.0
90:31:4B:71:8E:B6,WAN,97619,0,0.0,0,0.0,94128,0.964238519140741,3491,0.035761480859258954,0,0.0
EC:B5:FA:99:AC:15,ALL,642950,285104,0.4434310599580061,5280,0.008212147134302824,235164,0.36575783497939185,117402,0.18259895792829925,0,0.0
EC:B5:FA:99:AC:15,LAN,402476,285104,0.7083751577733828,0,0.0,0,0.0,117372,0.2916248422266172,0,0.0
EC:B5:FA:99:AC:15,WAN,240474,0,0.0,5280,0.021956635644601912,235164,0.9779186107437811,30,0.0001247536116170563,0,0.0
AC:84:C6:20:FE:4B,ALL,18368,330,0.01796602787456446,743,0.04045078397212543,17295,0.9415831881533101,0,0.0,0,0.0
AC:84:C6:20:FE:4B,LAN,330,330,1.0,0,0.0,0,0.0,0,0.0,0,0.0
AC:84:C6:20:FE:4B,WAN,18038,0,0.0,743,0.04119081938130613,17295,0.9588091806186939,0,0.0,0,0.0
A0:85:FC:2F:7D:A0,ALL,55855,12533,0.22438456718288424,24,0.00042968400322263,42434,0.7597171246978784,864,0.01546862411601468,0,0.0
A0:85:FC:2F:7D:A0,LAN,12533,12533,1.0,0,0.0,0,0.0,0,0.0,0,0.0
A0:85:FC:2F:7D:A0,WAN,43322,0,0.0,24,0.0005539910438114584,42434,0.979502331378976,864,0.019943677577212503,0,0.0
60:4B:AA:01:46:62,ALL,3097,0,0.0,28,0.009041007426541814,2947,0.951566031643526,122,0.03939296092993219,0,0.0
60:4B:AA:01:46:62,LAN,0,0,0,0,0,0,0,0,0,0,0
60:4B:AA:01:46:62,WAN,3097,0,0.0,28,0.009041007426541814,2947,0.951566031643526,122,0.03939296092993219,0,0.0
2C:26:17:56:C7:22,ALL,7124685,0,0.0,1434,0.0002012720562382758,7123205,0.9997922715179689,46,6.456425792859614e-06,0,0.0
2C:26:17:56:C7:22,LAN,0,0,0,0,0,0,0,0,0,0,0
2C:26:17:56:C7:22,WAN,7124685,0,0.0,1434,0.0002012720562382758,7123205,0.9997922715179689,46,6.456425792859614e-06,0,0.0
80:F3:EF:F7:F7:C1,ALL,211205,0,0.0,568,0.0026893302715371324,210617,0.9972159750005919,20,9.469472787102578e-05,0,0.0
80:F3:EF:F7:F7:C1,LAN,0,0,0,0,0,0,0,0,0,0,0
80:F3:EF:F7:F7:C1,WAN,211205,0,0.0,568,0.0026893302715371324,210617,0.9972159750005919,20,9.469472787102578e-05,0,0.0
B0:4A:39:24:BB:A6,ALL,188140,0,0.0,0,0.0,65336,0.3472733071117253,122804,0.6527266928882747,0,0.0
B0:4A:39:24:BB:A6,LAN,122804,0,0.0,0,0.0,0,0.0,122804,1.0,0,0.0
B0:4A:39:24:BB:A6,WAN,65336,0,0.0,0,0.0,65336,1.0,0,0.0,0,0.0
