IP,Hostname,IP Geolocation,Cert Geolocations,Packets,Bytes,TxPackets,TxBytes,RxPackets,RxBytes
"44.240.184.205,52.37.30.201,44.225.45.107,54.68.57.171,35.166.62.210,54.70.5.180,35.161.96.40,44.231.61.240,35.155.9.57,54.187.92.102,52.11.127.249",arcus-uswest.amazon.com,United States,US;US;US;US;US;US;US,501,128034,212,96090,289,31944
"44.215.115.150,44.215.133.95,44.215.129.169",dss-na.amazon.com,United States,US;US;US;US;US;US;US,197,76432,70,58148,127,18284
"176.32.98.108,176.32.101.46",device-messaging-na.amazon.com,United States,US;US;US;US;US;US;US,110,41538,44,27324,66,14214
"44.215.133.149,44.215.115.210,44.215.132.234",todo-ta-g7g.amazon.com,United States,US;US;US;US;US,159,47560,68,35338,91,12222
"99.84.216.64,3.162.93.51,99.84.216.152",d2ouawjonid8rv.cloudfront.net,United States,US;US;US;US;US;US;US,198,203409,65,191592,133,11817
"52.46.144.254,209.54.179.226,209.54.179.227,52.46.131.168,67.220.240.92,209.54.179.232,67.220.240.34,54.239.29.32,209.54.179.225,209.54.183.179,52.46.145.205,52.46.131.214,52.46.137.255,52.46.141.207,209.54.180.2,52.46.128.145,52.46.138.235,209.54.179.230,209.54.179.224,52.46.147.136,52.46.142.117,209.54.183.185,52.46.137.107,209.54.183.178,67.220.240.35,52.46.145.14,52.46.128.80,209.54.179.231,52.94.239.41,209.54.183.194,52.94.233.60",msh.amazon.com,United States,US;US;US;US;US;US;US,1110,446540,397,359390,713,87150
"13.249.39.10,52.85.61.116,13.249.39.25",ffs-provisioner-config.amazon-dss.com,United States,US;US;US;US;US;US;US,121,43401,51,33981,70,9420
"18.160.224.74,18.238.54.67,108.156.117.73,108.138.104.73,108.139.28.74",api.amazonalexa.com,United States,None,208,92074,81,75218,127,16856
"44.215.134.203,44.215.143.151",dcape-na.amazon.com,United States,US;US;US;US;US,82,28944,33,17904,49,11040
"54.197.49.58,34.237.125.195,54.211.181.218",ingestion.us-east-1.prod.arteries.alexa.a2z.com,United States,US;US;US;US;US;US;US,92,32807,36,25922,56,6885
52.217.139.233,alexa-hybrid-clear-policy-prod-na.s3.amazonaws.com,United States,US;US;US;US;US;US;US,37,14234,15,10840,22,3394
52.217.141.65,device-artifacts-v2.s3.amazonaws.com,United States,US;US;US;US;US;US;US,33,9756,13,7573,20,2183
"52.203.151.208,34.236.6.206,3.234.38.31,34.239.12.200,52.45.237.36,3.214.58.173",ntp-g7g.amazon.com,United States,None,16,1440,8,720,8,720
224.0.0.22,igmp.mcast.net.,None,None,5,278,0,0,5,278
fe80::463d:54ff:febe:123c,None,None,None,300,29695,300,29695,0,0
ff02::fb,None,None,None,300,29695,0,0,300,29695
