IP, Hostname, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
52.44.107.176,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,305,167347,113,26018,192,141329
54.82.216.34,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,305,154054,128,26880,177,127174
44.214.246.84,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,304,184859,121,27286,183,157573
54.172.179.241,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,304,164780,115,32134,189,132646
52.23.119.97,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,302,152526,118,26196,184,126330
107.23.27.59,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,301,173726,121,32682,180,141044
54.175.194.86,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,300,157692,124,26604,176,131088
34.200.77.229,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,298,158358,118,26196,180,132162
34.192.115.84,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,296,157081,110,25668,186,131413
54.227.40.147,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,296,162091,118,26196,178,135895
34.195.136.47,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,295,157740,112,25800,183,131940
52.22.128.86,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,295,158410,114,25932,181,132478
3.226.59.95,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,294,149005,117,26130,177,122875
3.228.31.47,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,293,154575,114,25932,179,128643
34.206.132.85,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,293,148035,113,25866,180,122169
52.6.46.183,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,292,150263,114,25932,178,124331
255.255.255.255,None,291,21396,0,0,291,21396
3.214.91.23,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,290,147723,114,25932,176,121791
3.214.52.226,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,289,144007,103,25206,186,118801
3.82.137.139,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,288,161035,114,25932,174,135103
23.22.199.21,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,288,149263,111,25734,177,123529
23.21.71.221,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,288,152422,108,31672,180,120750
52.207.128.220,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,287,156686,114,25932,173,130754
44.218.172.138,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,283,148406,104,25272,179,123134
3.223.101.230,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,283,142960,112,25800,171,117160
44.213.25.251,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,280,147336,111,25734,169,121602
52.84.191.74,api.amazonalexa.com,280,94087,129,71695,151,22392
23.20.118.44,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,279,151182,115,25998,164,125184
34.196.132.246,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,277,147735,116,26064,161,121671
44.196.217.251,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,277,155391,96,24744,181,130647
54.84.112.195,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,274,148114,103,25206,171,122908
44.195.9.162,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,273,146766,107,25470,166,121296
54.84.164.188,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,272,147580,103,25206,169,122374
3.94.75.167,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,271,147630,105,25338,166,122292
54.174.80.13,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,271,147225,110,25668,161,121557
54.84.196.116,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,270,143087,108,25536,162,117551
52.22.236.218,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,269,147351,107,25470,162,121881
54.209.33.239,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,268,148957,108,25536,160,123421
34.236.199.187,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,266,153332,106,25404,160,127928
18.205.51.15,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,266,144074,108,25536,158,118538
34.196.144.216,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,264,146616,107,25482,157,121134
54.204.105.155,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,261,129750,107,25470,154,104280
34.237.227.20,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,259,145908,104,25272,155,120636
23.20.90.250,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,253,142184,97,24810,156,117374
54.175.201.20,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,253,139649,94,24612,159,115037
34.234.1.32,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,251,141085,98,24876,153,116209
18.215.42.233,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,251,143463,98,24876,153,118587
34.192.183.83,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,250,119446,91,24414,159,95032
18.161.103.75,api.amazonalexa.com,250,79908,119,60934,131,18974
52.86.75.244,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,249,130281,95,24678,154,105603
107.23.254.117,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,246,129439,94,24612,152,104827
3.225.159.245,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,242,130477,95,24678,147,105799
18.155.130.184,api.eu.amazonalexa.com,242,257543,82,243727,160,13816
34.199.205.44,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,241,111868,93,18410,148,93458
44.209.237.6,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,240,136318,95,24678,145,111640
3.220.58.223,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,238,111369,92,18344,146,93025
52.22.140.195,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,237,115630,90,18212,147,97418
23.22.68.51,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,236,132977,95,18542,141,114435
18.172.210.181,api.eu.amazonalexa.com,235,248908,99,237774,136,11134
3.213.240.177,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,232,136534,93,24546,139,111988
44.205.200.128,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,229,116089,96,18608,133,97481
44.193.107.34,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,229,119397,80,17552,149,101845
34.193.128.46,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,221,115347,86,17948,135,97399
34.230.181.204,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,221,121614,89,18158,132,103456
44.209.165.138,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,220,114228,84,17816,136,96412
52.206.233.133,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,219,140447,91,24414,128,116033
54.210.199.36,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,217,110931,83,17750,134,93181
52.86.177.224,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,217,114836,85,17882,132,96954
3.225.242.163,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,215,103275,85,17882,130,85393
174.129.159.116,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,214,108159,82,17684,132,90475
54.85.169.222,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,213,111886,85,17882,128,94004
18.205.252.91,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,212,97350,84,17816,128,79534
52.72.185.67,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,212,114279,79,17486,133,96793
44.215.233.25,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,211,104906,80,17552,131,87354
18.208.75.133,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,211,105786,91,18278,120,87508
54.87.171.69,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,211,120785,71,16958,140,103827
3.208.180.92,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,210,110597,83,17750,127,92847
3.225.196.128,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,210,118920,86,17948,124,100972
52.20.38.187,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,207,107650,84,17816,123,89834
34.231.14.173,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,207,117026,75,17222,132,99804
34.224.55.49,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,206,96914,79,17486,127,79428
3.208.127.113,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,205,114831,79,17486,126,97345
13.225.235.83,api.amazonalexa.com,204,66216,95,50425,109,15791
107.22.233.255,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,203,110936,85,17882,118,93054
54.210.153.138,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,202,103271,78,17420,124,85851
54.91.3.155,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,201,110277,80,17552,121,92725
184.72.98.152,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,201,104926,78,17420,123,87506
107.21.124.128,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,201,106896,76,17288,125,89608
50.16.128.54,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,201,104280,80,17552,121,86728
34.238.149.207,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,199,101723,78,17420,121,84303
3.227.154.69,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,199,106009,79,17486,120,88523
34.195.140.77,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,195,104494,78,17420,117,87074
3.218.103.226,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,195,109848,71,16958,124,92890
3.228.253.208,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,194,105491,74,17156,120,88335
54.175.87.205,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,191,105075,75,17222,116,87853
13.225.233.147,api.eu.amazonalexa.com,191,245912,85,236776,106,9136
44.206.75.94,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,190,101590,74,17156,116,84434
18.235.205.49,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,190,110134,77,17354,113,92780
44.218.101.248,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,190,105000,71,16958,119,88042
34.233.82.160,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,189,100813,70,16892,119,83921
52.5.20.68,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,189,116860,75,17222,114,99638
50.17.116.107,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,189,106285,78,17420,111,88865
44.217.70.105,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,188,100066,80,17552,108,82514
75.101.254.161,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,186,99616,71,16958,115,82658
35.171.72.122,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,184,104682,78,17420,106,87262
3.222.71.134,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,181,95553,65,16562,116,78991
3.212.241.87,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,175,111333,72,17024,103,94309
18.208.88.131,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,164,93394,60,16232,104,77162
72.21.207.143,api.amazon.com,156,49254,65,36546,91,12708
18.244.38.167,dcovatbbq7lrh.cloudfront.net,151,98855,54,86909,97,11946
108.138.179.76,api.amazonalexa.com,137,44729,65,33969,72,10760
35.79.139.83,ec2-35-79-139-83.ap-northeast-1.compute.amazonaws.com.,132,17974,66,7667,66,10307
108.157.242.54,api.eu.amazonalexa.com,131,125407,54,119245,77,6162
3.18.4.67,ec2-3-18-4-67.us-east-2.compute.amazonaws.com.,110,14838,55,6339,55,8499
18.172.207.74,api.amazonalexa.com,110,35411,53,26914,57,8497
52.46.149.29,api.amazon.com,107,33002,45,24454,62,8548
18.239.32.55,api.eu.amazonalexa.com,106,123691,50,118937,56,4754
52.94.241.146,api.amazon.com,103,32762,43,24346,60,8416
18.138.26.111,ec2-18-138-26-111.ap-southeast-1.compute.amazonaws.com.,98,13204,49,5642,49,7562
54.65.110.136,ec2-54-65-110-136.ap-northeast-1.compute.amazonaws.com.,97,13138,49,5642,48,7496
15.184.56.86,ec2-15-184-56-86.me-south-1.compute.amazonaws.com.,97,13138,48,5576,49,7562
13.224.68.10,server-13-224-68-10.dub2.r.cloudfront.net.,96,14440,48,6944,48,7496
13.208.135.254,ec2-13-208-135-254.ap-northeast-3.compute.amazonaws.com.,88,11702,44,5011,44,6691
35.176.72.189,ec2-35-176-72-189.eu-west-2.compute.amazonaws.com.,86,11558,43,4933,43,6625
18.61.55.249,ec2-18-61-55-249.ap-south-2.compute.amazonaws.com.,86,11570,43,4945,43,6625
16.50.84.90,ec2-16-50-84-90.ap-southeast-4.compute.amazonaws.com.,86,11570,43,4945,43,6625
3.24.24.7,ec2-3-24-24-7.ap-southeast-2.compute.amazonaws.com.,85,11504,43,4945,42,6559
13.251.25.239,ec2-13-251-25-239.ap-southeast-1.compute.amazonaws.com.,85,11504,42,4879,43,6625
76.223.39.36,ad280fef1f0e0916d.awsglobalaccelerator.com.,85,11492,43,4933,42,6559
13.224.68.26,server-13-224-68-26.dub2.r.cloudfront.net.,84,12635,42,6076,42,6559
52.119.198.189,api.amazon.com,79,24670,33,18289,46,6381
52.119.198.109,api.amazon.com,79,24648,33,18267,46,6381
209.54.177.153,api.amazon.com,79,24677,35,18404,44,6273
176.32.101.46,device-messaging-na.amazon.com,79,30381,34,20403,45,9978
209.54.177.157,api.amazon.com,78,24594,32,18213,46,6381
52.94.231.169,api.amazon.com,78,24616,33,18289,45,6327
52.119.198.106,api.amazon.com,78,24616,33,18289,45,6327
44.215.139.77,softwareupdates.amazon.com,77,25360,32,17914,45,7446
52.46.149.57,api.amazon.com,77,24528,32,18213,45,6315
209.54.178.164,api.amazon.com,77,24540,31,18159,46,6381
209.54.181.98,api.amazon.com,76,24530,32,18257,44,6273
52.46.155.112,api.amazon.com,76,24518,32,18257,44,6261
52.196.98.72,ec2-52-196-98-72.ap-northeast-1.compute.amazonaws.com.,73,9870,36,4182,37,5688
3.97.235.200,ec2-3-97-235-200.ca-central-1.compute.amazonaws.com.,73,9870,36,4182,37,5688
3.33.199.61,a24c175bbe3715653.awsglobalaccelerator.com.,73,9882,36,4182,37,5700
50.18.180.239,ec2-50-18-180-239.us-west-1.compute.amazonaws.com.,73,9870,37,4248,36,5622
35.171.126.187,ec2-35-171-126-187.compute-1.amazonaws.com.,73,9870,36,4182,37,5688
13.224.68.73,server-13-224-68-73.dub2.r.cloudfront.net.,73,10896,36,5208,37,5688
15.160.15.173,ec2-15-160-15-173.eu-south-1.compute.amazonaws.com.,72,9804,36,4182,36,5622
43.218.61.97,ec2-43-218-61-97.ap-southeast-3.compute.amazonaws.com.,72,9804,36,4182,36,5622
52.67.240.205,ec2-52-67-240-205.sa-east-1.compute.amazonaws.com.,72,9804,36,4182,36,5622
54.207.206.10,ec2-54-207-206-10.sa-east-1.compute.amazonaws.com.,72,9804,36,4182,36,5622
99.83.145.255,a4a5099cc304c19f6.awsglobalaccelerator.com.,72,9804,36,4182,36,5622
15.188.250.124,ec2-15-188-250-124.eu-west-3.compute.amazonaws.com.,72,9804,36,4182,36,5622
13.211.192.98,ec2-13-211-192-98.ap-southeast-2.compute.amazonaws.com.,72,9804,36,4182,36,5622
99.80.240.2,ec2-99-80-240-2.eu-west-1.compute.amazonaws.com.,72,9804,36,4182,36,5622
18.133.22.95,ec2-18-133-22-95.eu-west-2.compute.amazonaws.com.,72,9804,36,4182,36,5622
108.156.57.75,api.amazonalexa.com,72,23450,33,17784,39,5666
13.224.68.113,server-13-224-68-113.dub2.r.cloudfront.net.,72,10830,36,5208,36,5622
52.46.137.138,msh.amazon.com,69,31119,28,25353,41,5766
3.160.209.67,api.amazonalexa.com,69,23044,31,17638,38,5406
18.161.88.75,api.amazonalexa.com,69,23206,32,17698,37,5508
52.46.137.255,msh.amazon.com,66,30899,27,25241,39,5658
54.195.83.27,ec2-54-195-83-27.eu-west-1.compute.amazonaws.com.,63,8368,31,3551,32,4817
13.51.39.168,ec2-13-51-39-168.eu-north-1.compute.amazonaws.com.,62,8302,30,3485,32,4817
52.221.13.184,ec2-52-221-13-184.ap-southeast-1.compute.amazonaws.com.,62,8302,31,3551,31,4751
35.152.55.137,ec2-35-152-55-137.eu-south-1.compute.amazonaws.com.,61,8236,30,3485,31,4751
35.84.220.200,ec2-35-84-220-200.us-west-2.compute.amazonaws.com.,61,8236,30,3485,31,4751
13.246.213.185,ec2-13-246-213-185.af-south-1.compute.amazonaws.com.,61,8236,30,3485,31,4751
35.71.171.52,ae268d7a6fe389707.awsglobalaccelerator.com.,60,8170,30,3485,30,4685
51.16.92.58,ec2-51-16-92-58.il-central-1.compute.amazonaws.com.,60,8170,30,3485,30,4685
16.50.211.133,ec2-16-50-211-133.ap-southeast-4.compute.amazonaws.com.,60,8170,30,3485,30,4685
18.60.243.66,ec2-18-60-243-66.ap-south-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
3.13.153.215,ec2-3-13-153-215.us-east-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
43.201.199.42,ec2-43-201-199-42.ap-northeast-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
3.7.148.135,ec2-3-7-148-135.ap-south-1.compute.amazonaws.com.,60,8170,30,3485,30,4685
43.201.177.223,ec2-43-201-177-223.ap-northeast-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
16.62.90.207,ec2-16-62-90-207.eu-central-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
13.208.69.44,ec2-13-208-69-44.ap-northeast-3.compute.amazonaws.com.,60,8170,30,3485,30,4685
15.168.70.244,ec2-15-168-70-244.ap-northeast-3.compute.amazonaws.com.,60,8170,30,3485,30,4685
13.210.177.118,ec2-13-210-177-118.ap-southeast-2.compute.amazonaws.com.,60,8170,30,3485,30,4685
18.244.38.103,dcovatbbq7lrh.cloudfront.net,59,39439,20,34644,39,4795
192.168.231.200,None,55,58465,55,58465,0,0
52.94.242.236,api.amazon.com,54,16512,22,12178,32,4334
52.46.131.184,api.amazon.com,54,16500,23,12232,31,4268
52.119.198.2,api.amazon.com,54,16512,22,12178,32,4334
209.54.178.166,api.amazon.com,54,16512,22,12178,32,4334
209.54.177.117,api.amazon.com,53,16480,22,12200,31,4280
52.119.196.31,api.amazon.com,52,16392,21,12124,31,4268
209.54.181.4,api.amazon.com,52,16426,22,12200,30,4226
209.54.180.44,api.amazon.com,52,16392,21,12124,31,4268
52.119.198.186,api.amazon.com,51,16326,21,12124,30,4202
52.46.131.209,api.amazon.com,50,16301,21,12153,29,4148
13.248.243.206,a07e31969031ccc86.awsglobalaccelerator.com.,50,6644,25,2842,25,3802
3.20.107.165,ec2-3-20-107-165.us-east-2.compute.amazonaws.com.,49,6602,24,2788,25,3814
75.2.3.78,a24178cbf0b78832a.awsglobalaccelerator.com.,49,6602,24,2788,25,3814
43.218.100.141,ec2-43-218-100-141.ap-southeast-3.compute.amazonaws.com.,49,6602,24,2788,25,3814
35.182.217.238,ec2-35-182-217-238.ca-central-1.compute.amazonaws.com.,49,6602,24,2788,25,3814
51.17.36.244,ec2-51-17-36-244.il-central-1.compute.amazonaws.com.,49,6602,24,2788,25,3814
54.244.28.174,ec2-54-244-28-174.us-west-2.compute.amazonaws.com.,49,6602,25,2854,24,3748
3.67.229.197,ec2-3-67-229-197.eu-central-1.compute.amazonaws.com.,49,6602,24,2788,25,3814
18.102.11.65,ec2-18-102-11-65.eu-south-1.compute.amazonaws.com.,48,6536,24,2788,24,3748
16.62.187.82,ec2-16-62-187-82.eu-central-2.compute.amazonaws.com.,48,6536,24,2788,24,3748
